source	term	aliases	primary_role	assigned_roles	broad_role	classification_status	confidence	rule_id	clean_alias_hits	clean_alias_role_sources	raw_term	source_id	count	source_url
coco_attributes	standing	standing	pose_attribute	pose_attribute|spatial_attribute	object_attribute	clean_exact_overlap	high		standing	ovad|vaw	standing	408	54431	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	sitting	sitting	pose_attribute	pose_attribute|spatial_attribute	object_attribute	clean_exact_overlap	high		sitting	ovad|vaw	sitting	409	11197	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	laying	laying	pose_attribute	pose_attribute	object_attribute	coco_subtype_rule	high	pose_attribute:laying			laying	410	6883	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	walking	walking	activity_attribute	activity_attribute|pose_attribute	object_attribute	clean_exact_overlap	high		walking	vaw	walking	411	3094	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	watching / looking	watching|looking	activity_attribute	activity_attribute	object_attribute	clean_alias_exact_match	high	activity_attribute:looking,watching	watching	vaw	watching / looking	412	40315	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	eating	eating	activity_attribute	activity_attribute	object_attribute	clean_exact_overlap	high		eating	vaw	eating	413	828	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	waiting	waiting	activity_attribute	activity_attribute	object_attribute	clean_exact_overlap	high		waiting	vaw	waiting	414	5550	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	moving	moving	activity_attribute	activity_attribute	object_attribute	coco_subtype_rule	high	activity_attribute:moving			moving	415	18837	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	playing	playing	activity_attribute	activity_attribute	object_attribute	clean_exact_overlap	high		playing	vaw	playing	416	7499	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	sleeping	sleeping	activity_attribute	activity_attribute|expression_attribute	object_attribute	clean_exact_overlap	high		sleeping	ovad|vaw	sleeping	418	224	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	working	working	activity_attribute	activity_attribute	object_attribute	clean_exact_overlap	high		working	vaw	working	419	272	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	running	running	activity_attribute	activity_attribute|pose_attribute	object_attribute	clean_exact_overlap	high		running	vaw	running	420	370	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	hiding	hiding	activity_attribute	activity_attribute	object_attribute	clean_exact_overlap	high		hiding	vaw	hiding	421	12	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	riding	riding	activity_attribute	activity_attribute	object_attribute	clean_exact_overlap	high		riding	vaw	riding	422	894	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	drinking	drinking	activity_attribute	activity_attribute	object_attribute	clean_exact_overlap	high		drinking	vaw	drinking	423	62	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
