source	term	assigned_roles	assigned_role_sources	classification_status	raw_term	source_id	source_type	count	synset	overlap_clean	overlap_merged	existing_merged_roles	existing_merged_sources	source_url
coco_attributes	adult	age_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	adult	521	object attributes	48807		yes	yes	age_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	angry	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	angry	475	object attributes	9		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	bending	pose_attribute	vaw	classified_by_clean_lexicon_exact_overlap	bending	453	object attributes	1163		yes	yes	pose_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	calm	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	calm	522	object attributes	3188		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	ceramic	material_attribute	ovad|paco|vaw	classified_by_clean_lexicon_exact_overlap	ceramic	588	object attributes	1		yes	yes	material_attribute	ovad|paco|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	clean	condition_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	clean	527	object attributes	2814		yes	yes	condition_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	climbing	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	climbing	452	object attributes	11		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	closed	state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	closed	508	object attributes	331		yes	yes	state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	cloth	material_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	cloth	587	object attributes	25951		yes	yes	material_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	cooked	food_state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	cooked	595	object attributes	15685		yes	yes	attribute|food_state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	cooking	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	cooking	447	object attributes	1480		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	covered	state_attribute	ovad	classified_by_clean_lexicon_exact_overlap	covered	567	object attributes	432		yes	yes	state_attribute	ovad	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	crouching	pose_attribute	vaw	classified_by_clean_lexicon_exact_overlap	crouching	461	object attributes	216		yes	yes	pose_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	curled	hair_attribute|shape_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	curled	556	object attributes	49		yes	yes	hair_attribute|shape_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	curved	shape_attribute	vaw	classified_by_clean_lexicon_exact_overlap	curved	596	object attributes	1028		yes	yes	shape_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	dirty	condition_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	dirty	484	object attributes	39		yes	yes	condition_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	drinking	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	drinking	423	object attributes	62		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	driving	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	driving	446	object attributes	684		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	dry	state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	dry	482	object attributes	2135		yes	yes	state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	eating	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	eating	413	object attributes	828		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	empty	state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	empty	494	object attributes	17		yes	yes	state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	female	gender_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	female	555	object attributes	11270		yes	yes	gender_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	fluffy	material_attribute|texture_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	fluffy	503	object attributes	7661		yes	yes	material_attribute|texture_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	fresh	food_state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	fresh	559	object attributes	25834		yes	yes	attribute|food_state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	full	state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	full	507	object attributes	14		yes	yes	state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	furry	material_attribute|texture_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	furry	495	object attributes	10630		yes	yes	material_attribute|texture_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	grazing	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	grazing	440	object attributes	1278		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	hairy	texture_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	hairy	499	object attributes	13398		yes	yes	attribute|texture_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	happy	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	happy	476	object attributes	7743		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	hard	texture_attribute	vaw	classified_by_clean_lexicon_exact_overlap	hard	549	object attributes	527		yes	yes	texture_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	heavy	weight_attribute	vaw	classified_by_clean_lexicon_exact_overlap	heavy	611	object attributes	1066		yes	yes	weight_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	hiding	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	hiding	421	object attributes	12		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	hiking	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	hiking 	464	object attributes	4		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	horizontal	orientation_attribute|spatial_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	horizontal	580	object attributes	9841		yes	yes	orientation_attribute|spatial_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	joyful	expression_attribute	ovad	classified_by_clean_lexicon_exact_overlap	joyful	533	object attributes	5474		yes	yes	expression_attribute	ovad	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	jumping	pose_attribute	vaw	classified_by_clean_lexicon_exact_overlap	jumping	426	object attributes	312		yes	yes	pose_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	large	size_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	large	513	object attributes	4902		yes	yes	size_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	laughing	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	laughing	473	object attributes	1540		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	leaning	pose_attribute	vaw	classified_by_clean_lexicon_exact_overlap	leaning	442	object attributes	198		yes	yes	pose_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	leather	material_attribute	ovad|paco|vaw	classified_by_clean_lexicon_exact_overlap	leather	589	object attributes	89		yes	yes	material_attribute	ovad|paco|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	long	size_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	long	514	object attributes	1096		yes	yes	size_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	male	gender_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	male	554	object attributes	25986		yes	yes	gender_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	new	condition_attribute	vaw	classified_by_clean_lexicon_exact_overlap	new	543	object attributes	184		yes	yes	condition_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	off	state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	off	511	object attributes	400		yes	yes	attribute|state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	old	age_attribute|condition_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	old	519	object attributes	342		yes	yes	age_attribute|condition_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	on	state_attribute	ovad	classified_by_clean_lexicon_exact_overlap	on 	510	object attributes	164		yes	yes	state_attribute	ovad	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	open	state_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	open	509	object attributes	4275		yes	yes	state_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	organized	order_attribute	ovad	classified_by_clean_lexicon_exact_overlap	organized	603	object attributes	55		yes	yes	order_attribute	ovad	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	plain	pattern_attribute	ovad|paco|vaw	classified_by_clean_lexicon_exact_overlap	plain	607	object attributes	272		yes	yes	attribute|pattern_attribute	ovad|paco|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	plastic	material_attribute	fashionpedia|ovad|paco|vaw	classified_by_clean_lexicon_exact_overlap	plastic	547	object attributes	16		yes	yes	material_attribute	fashionpedia|ovad|paco|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	playing	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	playing	416	object attributes	7499		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	reading	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	reading	451	object attributes	34		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	riding	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	riding	422	object attributes	894		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	round	shape_attribute	vaw	classified_by_clean_lexicon_exact_overlap	round	563	object attributes	3913		yes	yes	shape_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	running	activity_attribute|pose_attribute	vaw	classified_by_clean_lexicon_exact_overlap	running	420	object attributes	370		yes	yes	activity_attribute|pose_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	sad	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	sad	534	object attributes	40		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	serious	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	serious	598	object attributes	4634		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	short	size_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	short	515	object attributes	182		yes	yes	size_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	sitting	pose_attribute|spatial_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	sitting	409	object attributes	11197		yes	yes	pose_attribute|spatial_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	skating	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	skating	441	object attributes	25		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	skiing	activity_attribute	vaw	classified_by_clean_lexicon_exact_overlap	skiing	436	object attributes	114		yes	yes	activity_attribute	vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	sleek	texture_attribute	ovad	classified_by_clean_lexicon_exact_overlap	sleek	561	object attributes	62		yes	yes	texture_attribute	ovad	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	sleeping	activity_attribute|expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	sleeping	418	object attributes	224		yes	yes	activity_attribute|expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	sleepy	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	sleepy	480	object attributes	233		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	small	size_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	small	512	object attributes	1246		yes	yes	size_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
coco_attributes	smiling	expression_attribute	ovad|vaw	classified_by_clean_lexicon_exact_overlap	smiling	425	object attributes	4570		yes	yes	expression_attribute	ovad|vaw	https://cs.brown.edu/people/gmpatter/cocottributes/cocottributes_eccv_version.jbl
